#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,923,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,0,lion,eggs,zoo-data,0
,,924,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,1,pheasant,backbone,zoo-data,1
,,925,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,legs,zoo-data,0
,,926,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,tail,zoo-data,1
,,927,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,milk,zoo-data,0
,,928,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,backbone,zoo-data,0
,,929,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,hair,zoo-data,1
,,930,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,0,lion,aquatic,zoo-data,0
,,931,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,1,pheasant,breathes,zoo-data,1
,,932,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,catsize,zoo-data,0
,,933,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,domestic,zoo-data,1
,,934,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,1,pitviper,toothed,zoo-data,0
,,935,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,fins,zoo-data,0
,,936,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,1,sparrow,breathes,zoo-data,1
,,937,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,toothed,zoo-data,0
,,938,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,2,pheasant,legs,zoo-data,1
,,939,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,backbone,zoo-data,0
,,940,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,0,parakeet,catsize,zoo-data,1
,,941,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,1,pitviper,tail,zoo-data,0
,,942,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,1,pitviper,predator,zoo-data,0
,,943,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,feathers,zoo-data,0
,,944,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,0,lion,fins,zoo-data,0
,,945,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,feathers,zoo-data,0
,,946,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,0,platypus,venomous,zoo-data,0
,,947,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,2,parakeet,type,zoo-data,1
,,948,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,0,platypus,feathers,zoo-data,0
,,949,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,1,pitviper,venomous,zoo-data,0
,,950,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,venomous,zoo-data,0
,,951,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,catsize,zoo-data,0
,,952,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,eggs,zoo-data,0
,,953,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,milk,zoo-data,0
,,954,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,1,penguin,aquatic,zoo-data,0
,,955,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,predator,zoo-data,0
,,956,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,eggs,zoo-data,0
,,957,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,fins,zoo-data,0
,,958,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,1,lobster,eggs,zoo-data,0
,,959,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,aquatic,zoo-data,0
,,960,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,0,polecat,fins,zoo-data,0
,,961,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,0,penguin,toothed,zoo-data,0
,,962,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,tail,zoo-data,0
,,963,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,milk,zoo-data,0
,,964,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,hair,zoo-data,0
,,965,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,aquatic,zoo-data,0
,,966,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,breathes,zoo-data,0
,,967,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,4,polecat,legs,zoo-data,0
,,968,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,0,penguin,fins,zoo-data,0
,,969,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,catsize,zoo-data,0
,,970,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,breathes,zoo-data,0
,,971,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,feathers,zoo-data,0
,,972,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,predator,zoo-data,0
,,973,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,0,pike,legs,zoo-data,0
,,974,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,catsize,zoo-data,0
,,975,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,0,penguin,domestic,zoo-data,0
,,976,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,0,polecat,eggs,zoo-data,0
,,977,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,predator,zoo-data,0
,,978,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,venomous,zoo-data,0
,,979,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,type,zoo-data,0
,,980,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,catsize,zoo-data,0
,,981,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,hair,zoo-data,0
,,982,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,1,pheasant,feathers,zoo-data,1
,,983,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,toothed,zoo-data,0
,,984,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,breathes,zoo-data,0
,,985,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,4,stingray,type,zoo-data,0
,,986,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,0,mink,eggs,zoo-data,0
,,987,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,hair,zoo-data,0
,,988,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,0,pony,aquatic,zoo-data,0
,,989,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,2,pheasant,type,zoo-data,1
,,990,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,backbone,zoo-data,0
,,991,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,0,pony,predator,zoo-data,0
,,992,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,breathes,zoo-data,1
,,993,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,type,zoo-data,0
,,994,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,venomous,zoo-data,0
,,995,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,breathes,zoo-data,0
,,996,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,fins,zoo-data,0
,,997,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,type,zoo-data,0
,,998,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,4,pony,legs,zoo-data,0
,,999,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,1,termite,eggs,zoo-data,0
,,1000,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,feathers,zoo-data,0
,,1001,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,4,piranha,type,zoo-data,0
,,1002,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,0,pony,fins,zoo-data,0
,,1003,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,feathers,zoo-data,0
,,1004,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,catsize,zoo-data,0
,,1005,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,domestic,zoo-data,0
,,1006,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,milk,zoo-data,0
,,1007,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,venomous,zoo-data,0
,,1008,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,fins,zoo-data,0
,,1009,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,eggs,zoo-data,0
,,1010,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,predator,zoo-data,0
,,1011,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,0,pussycat,eggs,zoo-data,0
,,1012,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,catsize,zoo-data,0
,,1013,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,1,toad,aquatic,zoo-data,0
,,1014,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,toothed,zoo-data,0
,,1015,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,domestic,zoo-data,0
,,1016,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,0,puma,feathers,zoo-data,0
,,1017,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,legs,zoo-data,0
,,1018,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,milk,zoo-data,0
,,1019,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,hair,zoo-data,0
,,1020,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,1,toad,breathes,zoo-data,0
,,1021,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,0,mongoose,fins,zoo-data,0
,,1022,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,3,pitviper,type,zoo-data,0
,,1023,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,breathes,zoo-data,0
,,1024,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,tail,zoo-data,0
,,1025,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,aquatic,zoo-data,0
,,1026,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,milk,zoo-data,0
,,1027,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,venomous,zoo-data,0
,,1028,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,type,zoo-data,0
,,1029,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,0,platypus,toothed,zoo-data,0
,,1030,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,toothed,zoo-data,0
,,1031,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,aquatic,zoo-data,0
,,1032,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,predator,zoo-data,0
,,1033,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,toothed,zoo-data,0
,,1034,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T22:14:35.729223995Z,0,toad,catsize,zoo-data,0
,,1035,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,venomous,zoo-data,1
,,1036,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,type,zoo-data,0
,,1037,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,hair,zoo-data,0
,,1038,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T04:41:20.572372041Z,1,platypus,hair,zoo-data,0
,,1039,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,fins,zoo-data,0
,,1040,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,backbone,zoo-data,0
,,1041,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,1,tortoise,eggs,zoo-data,0
,,1042,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,catsize,zoo-data,1
,,1043,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,type,zoo-data,0
,,1044,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,venomous,zoo-data,0
,,1045,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,toothed,zoo-data,0
,,1046,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,type,zoo-data,0
,,1047,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,venomous,zoo-data,0
,,1048,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,1,tortoise,backbone,zoo-data,0
,,1049,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,hair,zoo-data,0
,,1050,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,tail,zoo-data,0
,,1051,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,hair,zoo-data,0
,,1052,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,0,polecat,domestic,zoo-data,0
,,1053,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,backbone,zoo-data,0
,,1054,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,fins,zoo-data,0
,,1055,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T23:50:29.389102916Z,0,tortoise,domestic,zoo-data,0
,,1056,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,eggs,zoo-data,0
,,1057,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,aquatic,zoo-data,0
,,1058,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,milk,zoo-data,0
,,1059,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,1,pony,milk,zoo-data,0
,,1060,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,tail,zoo-data,0
,,1061,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,catsize,zoo-data,0
,,1062,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T01:26:23.048981838Z,4,tuatara,legs,zoo-data,0
,,1063,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,1,newt,predator,zoo-data,0
,,1064,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,breathes,zoo-data,0
,,1065,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,0,reindeer,fins,zoo-data,0
,,1066,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,feathers,zoo-data,0
,,1067,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,predator,zoo-data,0
,,1068,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,hair,zoo-data,0
,,1069,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,1,tuna,eggs,zoo-data,0
,,1070,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T11:06:30.313703907Z,0,newt,venomous,zoo-data,0
,,1071,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,1,porpoise,type,zoo-data,0
,,1072,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,4,reindeer,legs,zoo-data,0
,,1073,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,milk,zoo-data,0
,,1074,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,2,rhea,legs,zoo-data,0
,,1075,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,hair,zoo-data,0
,,1076,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T03:02:16.708860759Z,0,tuna,legs,zoo-data,0
,,1077,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,0,octopus,feathers,zoo-data,0
,,1078,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,0,puma,venomous,zoo-data,0
,,1079,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,catsize,zoo-data,0
,,1080,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,predator,zoo-data,0
,,1081,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,backbone,zoo-data,0
,,1082,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,milk,zoo-data,0
,,1083,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T04:38:10.36873968Z,1,vampire,breathes,zoo-data,1
,,1084,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T12:42:23.973582828Z,1,octopus,eggs,zoo-data,0
,,1085,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,0,pussycat,aquatic,zoo-data,0
,,1086,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,hair,zoo-data,0
,,1087,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,backbone,zoo-data,0
,,1088,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,1,scorpion,breathes,zoo-data,0
,,1089,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,backbone,zoo-data,0
,,1090,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,milk,zoo-data,0
,,1091,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,breathes,zoo-data,0
,,1092,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,domestic,zoo-data,0
,,1093,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,milk,zoo-data,0
,,1094,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,4,puma,legs,zoo-data,0
,,1095,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,hair,zoo-data,0
,,1096,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,breathes,zoo-data,0
,,1097,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T06:14:04.028618602Z,1,vole,backbone,zoo-data,0
,,1098,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,4,opossum,legs,zoo-data,0
,,1099,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,1,pussycat,catsize,zoo-data,0
,,1100,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,domestic,zoo-data,0
,,1101,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,0,pussycat,feathers,zoo-data,0
,,1102,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,predator,zoo-data,0
,,1103,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,0,pussycat,fins,zoo-data,0
,,1104,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,0,vulture,aquatic,zoo-data,1
,,1105,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T14:18:17.63346175Z,1,opossum,tail,zoo-data,0
,,1106,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,feathers,zoo-data,0
,,1107,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,catsize,zoo-data,0
,,1108,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,backbone,zoo-data,0
